iter	Logloss
494	0.08927541073
495	0.0890455304
496	0.08883759897
497	0.08872869318
498	0.08860501237
499	0.08840981402
500	0.08833197919
501	0.0879899671
502	0.08785871495
503	0.08775167963
504	0.08756874696
505	0.08749708395
506	0.08737944807
507	0.08728011481
508	0.08712809096
509	0.08700952329
510	0.08680522961
511	0.08660803466
512	0.08640866226
513	0.08636024275
514	0.08619033786
515	0.0860797699
516	0.08598985668
517	0.08588850819
518	0.08571595884
519	0.08563116276
520	0.0855188637
521	0.08534908032
522	0.0850404232
523	0.08492730105
524	0.08488451507
525	0.08480662793
526	0.08452718548
527	0.0843978682
528	0.08434093903
529	0.08417239139
530	0.08397158302
531	0.08390372843
532	0.08377402271
533	0.08359973972
534	0.08342742231
535	0.08332936873
536	0.08325897924
537	0.08302960697
538	0.08290840514
539	0.08276420455
540	0.08265265313
541	0.08235257289
542	0.08208507343
543	0.08194947815
544	0.08178469076
545	0.08166314204
546	0.08152687474
547	0.08141838717
548	0.08129672857
549	0.08124077799
550	0.08118484292
551	0.08101619334
552	0.08085985576
553	0.08078008105
554	0.08060875548
555	0.08033777269
556	0.08021427345
557	0.08005224205
558	0.07997933878
559	0.0797422011
560	0.0794374511
561	0.07939107448
562	0.07930373988
563	0.07925341086
564	0.0790737547
565	0.07881021179
566	0.07866234594
567	0.07828401078
568	0.07821428577
569	0.07798065949
570	0.07779916437
571	0.0776850847
572	0.07762633179
573	0.07747722349
574	0.07740542805
575	0.07726320232
576	0.07711605289
577	0.07698575171
578	0.07681186037
579	0.07673636973
580	0.0766330787
581	0.0765708151
582	0.07652303423
583	0.07640941856
584	0.07624130096
585	0.07607214671
586	0.07596389015
587	0.07592208521
588	0.07576913158
589	0.07567508934
590	0.07551933
591	0.07537455116
592	0.07522597006
593	0.07519181558
594	0.07507516091
595	0.07484366062
596	0.07475753415
597	0.07469453913
598	0.07465519907
599	0.07453885466
600	0.07435353457
601	0.07416209268
602	0.07401245007
603	0.07392935991
604	0.07384326524
605	0.07372643448
606	0.07359082087
607	0.07347600599
608	0.0733215827
609	0.07321349721
610	0.07303555912
611	0.07284795106
612	0.07269074645
613	0.07258947445
614	0.07253678791
615	0.07239973102
616	0.07235907896
617	0.07230149253
618	0.0722223847
619	0.07211647819
620	0.07193136081
621	0.07180782795
622	0.07166347857
623	0.07150679771
624	0.07145081212
625	0.0712596059
626	0.07110922207
627	0.07108795363
628	0.07097315485
629	0.07089268426
630	0.07083132316
631	0.0707456286
632	0.07070307357
633	0.07056739403
634	0.07051389584
635	0.07042499167
636	0.07038860623
637	0.07032739369
638	0.07018655261
639	0.07009493453
640	0.06998944329
641	0.06993776382
642	0.06979439501
643	0.06970530792
644	0.06943306518
645	0.06940111032
646	0.06928766194
647	0.06912721545
648	0.0687750477
649	0.06866069705
650	0.06856143988
651	0.06845383071
652	0.06836266886
653	0.06819929811
654	0.0681177041
655	0.06802383755
656	0.06791539648
657	0.06781440171
658	0.06776200587
659	0.06769431816
660	0.06756650719
661	0.06743143443
662	0.06727849988
663	0.0672201235
664	0.06702072482
665	0.06689982466
666	0.06676578755
667	0.06668141101
668	0.06660974043
669	0.06654610852
670	0.06641809455
671	0.06626262784
672	0.06620214701
673	0.06607323269
674	0.06597214718
675	0.06589332639
676	0.06569813713
677	0.06561709658
678	0.06548838591
679	0.06541254243
680	0.06532727919
681	0.06527750047
682	0.06524539805
683	0.06516430148
684	0.0650858585
685	0.06503668499
686	0.06495455901
687	0.06487232292
688	0.06473414687
689	0.06465347065
690	0.06457647166
691	0.06452423016
692	0.06446165281
693	0.06439906473
694	0.06427614507
695	0.0641290303
696	0.06402243053
697	0.06389912979
698	0.06382791534
699	0.06365203169
700	0.06355862721
701	0.06346525921
702	0.06341301759
703	0.06332548891
704	0.06325442384
705	0.0632270494
706	0.06310261591
707	0.06299927027
708	0.06291388117
709	0.06285596886
710	0.0628185798
711	0.0627134648
712	0.06261908308
713	0.06257564813
714	0.06246358778
715	0.06237714745
716	0.06230043962
717	0.0621622837
718	0.06207497284
719	0.0619195454
720	0.0618331989
721	0.06172742992
722	0.06165811529
723	0.06157837454
724	0.06147659969
725	0.06140757972
726	0.06135171089
727	0.06125346662
728	0.06110141182
729	0.06103386747
730	0.06093954311
731	0.06088437996
732	0.06078061693
733	0.06069166271
734	0.06056566368
735	0.06046616418
736	0.06033472547
737	0.06024749257
738	0.06022168455
739	0.0601645002
740	0.06010194719
741	0.06003826515
742	0.05993906143
743	0.0598715972
744	0.05982179777
745	0.05971587183
746	0.05961252262
747	0.05949231882
748	0.05942293743
749	0.0593549033
750	0.05921316999
751	0.05917769743
752	0.05914336102
753	0.05905701317
754	0.05891097473
755	0.0588441069
756	0.05870179154
757	0.05860293664
758	0.05852320815
759	0.05847395412
760	0.05844326441
761	0.05836818566
762	0.05822762361
763	0.0581503254
764	0.05801632786
765	0.05789390593
766	0.05785222627
767	0.05774425468
768	0.05766893641
769	0.05756842285
770	0.05745773151
771	0.05740498767
772	0.05736947048
773	0.05726509
774	0.05722717672
775	0.05713178939
776	0.05705116855
777	0.05701030917
778	0.05691993645
779	0.05680790113
780	0.05677166933
781	0.05666656052
782	0.05660893499
783	0.0565039437
784	0.0564497026
785	0.05635882346
786	0.05631130785
787	0.056244362
788	0.05617986873
789	0.05612918686
790	0.05604622858
791	0.05595547973
792	0.05586302992
793	0.05582895316
794	0.05572973176
795	0.05567964945
796	0.05558803912
797	0.05546526499
798	0.0554113583
799	0.05538770888
800	0.05533662411
801	0.05526791317
802	0.05520305304
803	0.05517218752
804	0.05509772373
805	0.05499753168
806	0.05494821772
807	0.05491442436
808	0.05486435786
809	0.054828967
810	0.05476893786
811	0.05470596892
812	0.05463589329
813	0.0544843494
814	0.05442660601
815	0.05439459747
816	0.05429795374
817	0.0542615047
818	0.05417378172
819	0.05413428773
820	0.05402820967
821	0.05396920375
822	0.05391431193
823	0.0538617198
824	0.05379348349
825	0.05373834858
826	0.0536996317
827	0.05364460806
828	0.0535390656
829	0.05349083181
830	0.05344216391
831	0.05337855393
832	0.05333742877
833	0.05328203596
834	0.05319666495
835	0.05313788993
836	0.05307773673
837	0.05299622979
838	0.05289308574
839	0.05281318267
840	0.05277563209
841	0.05274298584
842	0.05263701777
843	0.0526004239
844	0.05254811437
845	0.0525182017
846	0.05248345141
847	0.05240009984
848	0.05235643178
849	0.05232139983
850	0.05229326702
851	0.05221706031
852	0.05219338994
853	0.05213974325
854	0.05210043499
855	0.05203637199
856	0.05201123254
857	0.05193758804
858	0.05188121699
859	0.05182540831
860	0.0517774486
861	0.05172417074
862	0.05166544053
863	0.05157577927
864	0.05153070264
865	0.05144731437
866	0.05140176055
867	0.05132175256
868	0.05121923018
869	0.05116526152
870	0.0510811647
871	0.05103808779
872	0.05098249354
873	0.05093803005
874	0.05091241348
875	0.05081149543
876	0.05069293576
877	0.05064197241
878	0.0505945427
879	0.05056222303
880	0.05051181647
881	0.05046392392
882	0.05038660633
883	0.05030818004
884	0.05021409048
885	0.05017875195
886	0.05011286574
887	0.05006107255
888	0.04999021637
889	0.04995390701
890	0.0498736176
891	0.04982367066
892	0.04977223474
893	0.04969611299
894	0.04964187346
895	0.04961023614
896	0.04953423045
897	0.04950850376
898	0.04946683822
899	0.04942355498
900	0.04938326679
901	0.04934997618
902	0.04929117175
903	0.04924915342
904	0.04922296268
905	0.04918356737
906	0.04914418926
907	0.04903326411
908	0.04900715005
909	0.04896667765
910	0.04887106695
911	0.04882145949
912	0.04874027493
913	0.0486710906
914	0.04860339378
915	0.04854241884
916	0.0485002589
917	0.0484753308
918	0.04841372603
919	0.0483633564
920	0.04832229659
921	0.04823098402
922	0.04820249067
923	0.04816946468
924	0.04812205556
925	0.04805856147
926	0.04799486228
927	0.04795146881
928	0.04789111629
929	0.04781091908
930	0.04772344735
931	0.04765663285
932	0.0476081418
933	0.04758231919
934	0.04753868229
935	0.0474994853
936	0.04744164149
937	0.04736476836
938	0.04729857418
939	0.04721582724
940	0.04718075987
941	0.04714096252
942	0.04709229654
943	0.04706270964
944	0.04697769276
945	0.04694648129
946	0.04686084123
947	0.04680684146
948	0.04673702251
949	0.04663566468
950	0.0465821316
951	0.04652098669
952	0.0464672897
953	0.04643730713
954	0.04638547618
955	0.04634755526
956	0.04629747925
957	0.04621561024
958	0.0461816147
959	0.04613646747
960	0.04607291806
961	0.04599353821
962	0.04595389818
963	0.04592567586
964	0.04586133995
965	0.04583785724
966	0.04577096122
967	0.04570222578
968	0.04567324112
969	0.04563161321
970	0.04554114351
971	0.04551237118
972	0.04545358893
973	0.04540937949
974	0.04537356623
975	0.04535246199
976	0.04533375675
977	0.04530252753
978	0.04524954895
979	0.04520725136
980	0.04516929379
981	0.04514557062
982	0.04511769864
983	0.0450375876
984	0.04492006498
985	0.04483444476
986	0.04477076605
987	0.04472096417
988	0.04466626589
989	0.04463037865
990	0.04455415466
991	0.04449299785
992	0.04438335477
993	0.04431862628
994	0.04426389043
995	0.04423658059
996	0.0442146008
997	0.04413210996
998	0.04410694874
999	0.04404218811
